"bitter","bittersweet","mild","smoky","rich","sweet","sour","salty","spicy","juicy","fruity","oily","crunchy","dry","wet","creamy","plain","soft","hard","taste"
11,72,80,4,62,35,64,63,16,64,62,78,36,29,23,31,11,8,87,0
97,52,88,10,92,56,31,87,45,30,61,99,70,63,39,78,54,10,24,1
75,65,88,85,19,53,18,74,97,6,37,39,52,89,80,15,53,31,6,0
21,18,85,12,91,32,93,93,8,50,59,89,59,22,96,85,87,14,72,1
55,25,49,68,56,95,83,48,1,55,78,18,72,59,42,25,100,4,72,0
65,84,19,77,38,65,50,6,94,97,56,31,38,94,30,35,39,92,94,1
97,63,47,92,52,78,76,73,35,91,27,35,23,26,29,26,62,55,64,1
83,41,16,16,16,48,91,96,14,56,44,45,29,84,61,8,98,39,60,0
7,47,46,67,27,60,35,77,41,61,96,46,76,14,78,66,33,39,63,0
41,56,19,67,45,66,9,68,4,11,93,35,75,40,30,5,72,73,65,1
48,85,61,7,91,82,52,50,38,96,51,54,42,58,32,22,27,45,48,0
27,35,53,76,8,87,68,79,52,37,62,88,81,11,43,54,52,55,83,0
14,56,41,64,9,88,68,8,27,71,90,44,18,32,3,96,85,61,95,1
69,20,7,9,54,46,62,19,62,13,46,35,39,40,84,33,22,63,28,0
18,34,2,69,24,29,85,78,66,91,38,56,53,29,93,87,18,78,96,1
51,31,51,75,41,34,33,13,57,56,100,1,65,11,35,43,82,97,65,0
60,75,95,9,26,5,100,84,66,94,6,40,100,68,58,11,38,56,5,0
88,29,66,93,60,33,65,91,86,80,28,82,87,37,48,6,48,22,31,1
26,74,84,97,96,64,31,98,12,26,78,30,65,68,42,91,43,36,40,1
4,3,82,13,32,52,49,84,27,17,63,45,3,92,82,56,16,92,20,1
47,53,36,87,11,56,67,66,54,88,25,51,70,50,16,48,41,25,13,0
83,87,2,80,76,96,67,55,88,3,86,78,24,21,9,86,42,29,93,1
13,92,62,80,73,46,99,52,55,28,70,71,18,5,87,12,33,41,67,0
96,7,61,34,36,98,83,13,58,17,61,48,21,9,56,84,23,71,66,1
92,80,91,60,2,14,54,51,1,34,67,56,92,28,56,7,29,33,66,1
73,52,10,6,3,84,59,92,38,63,34,57,18,1,11,73,87,24,90,0
12,41,74,50,89,15,85,62,48,79,33,50,3,93,24,16,31,81,63,0
77,80,37,61,23,32,98,95,34,37,71,8,32,94,84,66,8,99,31,0
79,3,24,69,98,64,43,74,97,18,74,20,78,57,81,56,58,42,24,0
20,52,54,23,94,24,67,84,13,27,64,97,10,74,43,30,26,62,52,1
17,43,20,43,73,40,97,26,67,79,52,73,22,95,96,57,97,33,14,0
68,24,76,71,5,61,50,95,77,70,58,66,60,47,68,51,85,84,86,1
3,80,15,72,95,44,82,61,95,100,18,64,76,15,14,19,48,96,62,1
73,68,56,17,43,12,40,95,3,38,54,61,38,97,6,23,35,75,12,1
21,60,10,64,98,66,64,25,72,15,86,63,27,24,26,70,74,11,99,0
50,98,2,100,28,50,48,36,55,72,29,5,87,32,62,96,67,30,53,0
34,39,3,62,18,58,98,34,1,85,97,65,9,25,52,61,92,71,86,0
65,34,36,95,89,44,10,11,67,50,75,85,22,52,57,6,5,47,24,0
88,42,31,66,88,33,17,69,13,10,13,32,10,55,11,91,82,95,26,1
76,31,63,31,85,21,94,55,77,19,88,7,46,31,73,43,41,25,33,0
32,21,99,54,61,42,66,24,11,12,35,84,80,35,77,94,67,49,47,1
99,70,73,94,16,48,48,55,64,63,26,69,58,31,27,99,43,50,71,0
79,32,56,50,40,72,69,3,13,69,51,61,23,66,40,13,43,48,42,0
36,74,56,8,25,71,89,8,82,50,91,66,47,76,71,6,77,90,51,1
31,25,85,57,91,85,22,55,16,77,12,99,47,27,5,84,41,55,33,1
83,78,38,16,70,85,82,23,10,72,20,84,11,52,75,47,55,53,18,0
53,17,81,94,2,31,29,15,51,11,56,61,43,63,78,18,45,83,88,0
26,31,95,81,7,11,69,96,65,85,100,97,76,28,18,59,10,60,87,1
35,7,49,56,83,27,26,68,85,88,60,20,10,93,38,4,88,20,3,0
6,70,53,27,67,89,21,23,48,37,29,47,5,47,15,39,48,79,47,0
20,80,80,12,72,29,93,24,37,95,51,84,29,34,23,41,16,8,47,0
88,67,88,75,14,42,25,92,61,10,24,88,44,12,39,51,39,81,30,0
84,56,49,88,42,92,87,93,82,8,72,70,39,20,20,46,72,51,49,1
2,99,32,75,16,39,66,44,55,90,86,26,47,37,17,84,44,78,82,0
25,26,69,3,16,86,81,62,46,24,39,91,22,57,16,83,49,38,40,0
80,15,77,25,81,52,15,68,34,55,34,46,77,37,95,33,89,25,83,0
12,93,63,25,63,77,72,25,42,9,46,53,29,26,16,65,1,68,61,1
47,75,30,60,75,14,6,80,32,70,32,85,85,46,27,98,9,38,84,0
35,50,99,67,62,97,10,58,85,23,36,71,100,86,6,27,21,10,4,0
25,11,24,45,54,93,2,28,57,85,59,2,80,93,36,52,12,64,10,1
89,44,83,45,60,77,93,35,83,51,16,67,85,43,47,81,23,6,64,0
14,36,96,97,54,30,11,74,25,12,24,46,10,26,46,59,11,26,9,0
48,49,10,56,82,59,64,63,59,66,3,50,44,44,68,60,4,86,62,0
62,68,60,4,32,92,98,85,59,44,5,74,47,84,5,23,74,25,86,1
15,92,58,34,24,28,11,81,36,93,9,27,98,48,21,4,5,70,14,0
47,43,70,6,78,15,98,3,24,80,4,64,38,86,18,41,75,51,55,1
75,57,73,10,17,95,14,67,60,97,3,19,60,2,88,28,16,33,87,0
28,38,5,75,77,54,97,39,14,73,74,46,4,22,29,90,80,8,76,1
10,66,32,42,33,8,89,44,7,36,80,27,96,67,80,36,78,12,50,1
10,15,29,60,43,37,80,41,67,80,69,34,64,28,27,80,98,71,1,0
53,39,49,94,75,98,95,1,71,48,2,13,43,35,79,44,95,31,72,0
5,55,54,24,83,59,10,89,28,80,27,70,16,51,46,73,49,44,76,1
51,45,73,59,50,17,65,72,5,27,14,68,77,39,73,54,16,73,36,1
74,36,35,71,27,75,99,17,45,53,92,13,8,68,72,90,34,13,39,1
38,70,63,70,73,22,95,7,65,95,37,8,41,96,92,99,23,88,17,0
80,46,92,42,34,73,30,3,99,26,27,96,48,79,60,62,22,21,13,0
58,58,64,80,31,56,30,28,81,54,93,82,24,22,25,40,83,44,71,1
84,48,86,4,51,92,62,46,8,65,48,42,100,4,79,23,23,78,47,0
91,1,50,45,19,32,90,19,91,62,81,55,11,44,22,94,18,43,65,0
55,51,18,20,31,65,35,37,85,53,47,19,90,48,97,20,89,41,5,0
18,33,4,96,67,49,69,62,58,43,98,30,4,99,13,90,50,17,47,0
67,5,24,89,46,19,74,75,88,37,43,10,92,41,89,98,20,77,31,0
51,36,64,15,42,20,57,95,91,16,54,74,10,64,28,56,11,20,31,1
47,56,85,71,17,1,95,73,10,62,97,64,74,39,65,44,5,89,70,0
76,32,79,27,38,47,18,19,97,37,72,95,23,98,94,97,18,11,11,0
17,71,6,22,81,57,29,64,11,57,96,74,42,85,10,88,53,12,37,1
33,13,64,41,65,56,10,92,70,23,94,76,82,20,95,61,60,12,20,1
1,16,83,6,28,44,98,13,96,14,50,60,6,29,52,20,100,57,1,0
3,41,29,37,81,71,65,50,99,76,59,4,32,35,26,62,90,13,28,0
16,55,68,91,47,41,65,27,23,69,78,23,94,84,2,18,70,14,89,1
54,51,23,19,22,43,2,53,55,93,75,50,81,3,86,66,50,11,49,1
14,75,33,30,70,24,19,75,47,90,63,40,63,6,2,1,62,22,49,0
46,10,22,5,88,56,88,26,55,41,63,79,10,9,41,25,21,57,30,1
79,56,17,59,57,17,78,5,98,46,64,66,7,21,37,93,63,29,43,0
21,78,56,35,50,10,75,81,22,19,17,22,20,35,50,98,50,50,57,0
52,18,57,4,93,2,53,55,46,91,4,84,10,91,17,95,90,65,81,1
44,74,78,36,35,35,75,88,69,48,94,12,43,23,91,8,64,80,67,0
8,44,91,97,48,91,81,92,15,13,100,36,27,86,71,23,21,89,44,1
91,76,74,40,43,72,38,27,31,80,89,41,90,70,51,77,83,61,4,1
33,100,74,32,10,29,78,31,38,9,61,93,40,2,65,3,30,27,34,1
95,97,92,55,45,7,75,51,72,13,60,64,29,95,60,84,17,65,73,1
59,12,12,71,20,24,31,63,12,62,7,67,7,90,56,100,11,93,32,1
1,36,94,35,11,84,65,29,56,14,87,51,98,78,79,24,50,94,94,1
96,52,84,45,54,80,38,19,81,30,88,49,1,60,75,23,82,30,24,0
29,52,26,16,80,77,26,61,5,5,15,83,95,85,86,2,93,29,47,0
65,71,45,29,97,33,11,91,92,83,22,20,48,38,3,36,88,88,48,0
93,32,88,45,5,96,90,4,69,64,71,89,30,19,70,23,63,67,77,1
14,34,72,61,7,13,16,66,37,12,100,9,100,73,36,62,72,70,83,0
50,5,57,70,3,1,92,89,75,60,77,82,24,23,66,2,26,85,97,0
30,46,87,86,61,79,91,58,56,57,54,77,44,58,16,78,81,84,100,1
58,13,39,69,55,58,83,38,16,31,92,59,13,87,79,32,40,82,82,0
15,16,77,22,71,92,57,76,77,38,56,52,36,7,30,18,22,86,89,0
62,95,21,50,96,91,76,81,72,28,45,61,51,69,38,58,13,92,89,0
12,11,51,60,5,67,43,62,32,76,72,74,16,92,56,97,10,32,18,0
61,10,85,45,62,25,74,14,2,92,15,100,91,25,50,4,7,93,96,0
19,82,3,73,61,84,89,58,38,2,26,65,58,39,21,23,28,91,95,0
36,56,98,96,63,22,77,62,36,58,85,85,100,5,12,21,65,36,3,0
33,94,36,19,29,6,50,51,40,14,91,41,65,68,26,22,15,34,50,1
9,87,92,57,28,30,33,25,32,47,45,24,81,32,23,81,82,33,94,1
54,85,63,26,66,74,81,34,34,88,51,41,20,18,4,98,17,34,44,0
3,73,26,38,41,63,71,21,13,54,70,11,19,52,8,9,56,33,46,1
89,46,27,86,9,10,47,12,83,71,24,50,64,45,32,22,30,7,61,1
47,82,77,13,13,41,8,8,44,50,50,78,69,85,85,30,71,3,68,0
18,59,65,13,80,53,65,98,35,94,54,57,3,72,15,87,72,21,88,1
61,92,99,64,64,72,17,59,7,51,27,59,95,78,15,84,49,37,47,0
72,74,58,62,35,1,66,56,100,8,39,73,30,69,62,15,78,12,66,1
82,2,57,29,92,21,26,40,51,81,53,6,63,86,65,2,97,8,50,1
76,34,84,95,74,99,9,73,20,91,86,51,80,96,34,66,54,100,9,0
15,67,17,82,5,51,70,70,38,96,86,63,29,76,12,49,38,69,90,1
25,81,61,28,79,16,57,24,35,58,14,41,19,85,32,33,76,86,13,0
12,94,82,30,16,83,51,60,5,11,32,97,67,68,38,21,14,68,18,0
89,52,61,62,76,97,25,100,28,100,45,99,24,91,42,20,28,94,18,1
35,77,5,50,50,93,82,57,48,61,81,79,58,45,84,4,75,33,84,0
10,9,93,52,97,10,20,49,56,75,30,18,100,38,13,80,67,4,29,1
60,29,69,24,86,76,72,13,69,93,21,41,53,89,10,60,1,5,75,1
99,84,83,3,68,6,1,82,34,24,91,51,28,64,98,51,48,39,54,1
28,81,59,62,14,17,6,62,32,90,6,67,56,32,38,5,35,66,66,0
50,58,22,96,69,25,24,17,43,38,18,96,43,27,94,99,36,29,98,0
92,92,53,72,44,10,39,6,25,11,17,11,35,76,29,65,41,38,88,0
40,30,51,27,69,90,35,15,94,22,95,75,11,85,48,17,21,40,75,1
55,81,92,62,17,56,5,36,85,66,94,49,57,47,48,2,89,60,55,0
15,10,38,88,46,35,29,8,85,29,100,63,47,62,82,49,83,50,89,0
55,25,57,69,81,47,23,4,95,93,30,17,65,88,5,63,14,89,97,0
65,14,71,61,2,36,51,16,38,78,32,46,28,69,75,77,79,13,90,0
20,76,34,9,56,3,37,29,1,32,6,56,1,4,8,5,39,17,55,0
72,44,33,93,74,38,94,66,4,1,43,74,25,24,66,72,61,97,59,1
29,68,53,27,25,46,10,92,21,81,68,26,22,96,64,90,42,65,73,0
14,39,87,78,65,72,46,17,42,52,46,93,41,41,96,36,33,17,45,0
61,95,25,70,9,63,36,19,16,10,16,49,85,63,83,94,16,35,100,0
23,94,11,49,65,76,99,76,5,59,63,99,15,35,73,66,100,98,40,0
84,88,47,73,12,69,14,71,95,16,21,59,41,41,24,62,58,84,52,0
18,73,77,68,61,9,41,6,49,37,16,59,16,1,77,91,83,38,63,0
82,56,31,97,2,39,39,43,27,65,66,97,87,29,63,11,16,75,3,1
99,83,82,29,51,70,57,86,98,34,6,37,82,72,61,65,34,69,58,0
91,29,74,85,26,74,32,9,60,85,84,6,44,63,41,56,63,9,16,1
9,36,15,67,89,27,88,91,98,41,3,83,95,79,35,56,60,79,71,0
79,66,78,92,9,13,35,31,71,92,27,83,29,55,15,7,42,60,71,1
15,14,89,83,48,45,37,19,97,85,51,11,53,58,3,28,32,77,68,1
89,96,18,16,59,74,60,50,76,17,6,71,52,97,76,82,32,82,34,0
5,97,13,27,87,35,99,38,18,53,34,40,54,39,83,27,66,26,65,0
73,67,85,14,18,41,1,36,75,29,56,6,99,21,71,72,6,56,34,1
11,78,74,42,93,91,59,28,24,98,42,21,9,60,29,24,91,98,66,0
7,94,79,58,16,26,46,7,1,48,46,36,49,85,49,15,80,42,33,0
36,11,79,16,87,40,38,59,25,48,64,79,58,66,28,59,72,87,17,0
7,41,10,39,87,10,43,20,54,71,81,28,74,80,8,43,76,5,36,1
6,33,56,38,34,16,44,88,27,40,54,68,4,62,71,23,35,46,92,1
67,39,58,19,31,84,92,27,84,51,80,54,67,33,59,35,24,29,65,0
81,90,17,88,89,23,33,50,13,49,57,72,47,66,30,40,19,66,77,1
4,78,1,58,90,87,6,60,20,63,95,96,30,57,29,82,40,46,2,0
78,86,50,75,45,49,37,67,54,57,16,81,64,1,55,89,56,29,36,0
14,64,36,68,8,2,63,6,87,44,22,73,95,76,53,22,14,43,39,1
15,62,26,22,98,38,21,98,62,20,38,4,94,76,3,6,44,51,25,1
61,84,96,8,88,93,20,61,3,31,15,97,25,42,100,13,58,44,16,1
21,36,52,62,92,1,29,60,66,26,75,47,13,27,64,38,30,23,78,0
63,77,74,21,66,5,13,75,26,52,36,60,46,49,64,62,90,92,69,0
86,39,10,4,51,60,52,79,72,91,27,21,14,55,59,65,55,46,69,0
90,98,11,76,66,37,79,96,46,79,36,16,3,31,3,59,41,32,6,0
61,2,68,82,41,82,59,36,37,94,52,34,9,92,91,29,57,35,33,1
61,18,81,64,37,36,15,33,52,30,2,92,81,46,28,51,98,14,35,0
14,89,65,38,35,1,56,98,24,70,44,58,33,79,15,15,14,23,54,0
54,92,7,9,79,45,47,68,90,43,65,85,62,53,52,13,18,55,26,1
98,53,77,84,10,68,73,62,37,22,89,57,100,58,43,15,53,73,17,0
87,32,30,32,93,86,21,80,81,80,80,41,71,22,100,16,14,38,21,0
43,55,58,5,80,100,28,70,60,6,32,4,23,49,29,51,46,81,23,1
29,78,92,82,85,8,77,39,26,99,13,40,8,7,18,91,2,25,10,1
38,50,28,10,43,13,16,94,1,90,73,26,73,16,66,46,91,62,56,0
15,89,37,15,84,7,65,16,26,27,37,7,30,79,25,36,14,84,28,0
13,52,36,9,13,5,26,67,87,28,16,91,67,8,12,99,47,86,24,1
85,50,100,32,35,73,40,42,46,95,82,29,33,74,75,45,46,3,26,0
24,15,34,6,49,42,41,71,49,33,96,77,37,93,79,22,60,75,61,0
18,36,8,51,81,22,16,80,31,20,74,23,23,73,100,9,75,14,73,1
73,14,31,9,48,82,33,39,25,35,47,63,70,1,79,23,92,15,71,0
55,63,40,32,15,31,91,10,34,14,54,77,65,24,90,17,31,62,19,0
100,13,36,7,4,68,24,56,20,58,68,69,89,75,43,87,30,65,61,1
61,84,93,16,15,84,90,62,61,21,93,84,48,16,28,84,1,29,18,1
74,55,49,24,66,56,81,75,75,30,77,12,53,91,19,51,21,57,50,1
54,23,80,88,85,89,55,38,82,60,97,84,39,85,73,89,1,43,84,0
16,16,96,92,48,58,9,84,4,7,50,55,39,94,60,79,8,85,15,1
20,65,96,37,70,3,79,63,6,67,12,22,19,80,76,89,93,59,98,1
33,21,67,75,30,58,55,31,39,92,48,35,33,21,71,38,42,98,22,0
95,76,60,1,4,6,23,14,31,36,49,16,4,72,4,100,34,6,14,0
73,14,30,5,82,28,93,12,38,49,60,92,100,17,67,38,53,92,96,0
6,78,86,17,19,13,31,96,3,49,33,92,45,18,69,52,91,50,67,1
71,30,36,72,15,73,45,77,93,88,27,78,54,73,59,44,1,72,11,1
61,83,81,5,52,29,91,64,58,48,79,42,81,69,40,86,86,54,63,0
65,53,79,53,75,8,25,21,51,7,71,89,97,28,99,31,20,93,68,0
80,51,85,98,61,77,83,49,29,66,84,31,24,13,68,3,76,87,98,0
67,92,87,99,99,74,78,9,14,7,75,93,13,41,77,12,9,45,21,1
45,67,52,85,4,63,39,92,22,11,15,40,17,68,81,1,13,14,19,1
45,88,66,85,23,93,56,86,48,4,44,72,56,96,77,9,44,75,13,1
84,92,8,72,75,61,97,100,29,54,69,94,94,55,2,98,49,84,15,0
54,98,32,46,4,86,61,1,64,19,22,60,98,89,46,83,55,66,40,0
40,63,1,97,7,52,10,78,86,89,31,72,81,57,21,11,8,12,32,0
34,61,34,8,22,85,38,76,26,47,80,33,36,52,55,65,69,16,60,1
61,38,29,44,15,99,53,35,59,40,49,50,62,4,19,92,90,70,8,0
26,14,5,21,88,19,32,63,2,50,100,54,9,7,88,7,29,69,2,0
53,34,41,91,48,86,8,45,19,46,55,22,79,96,86,9,5,85,58,0
93,69,80,77,27,92,51,75,86,67,95,11,80,40,33,89,23,40,63,1
37,57,68,67,80,53,95,30,45,96,36,43,50,42,57,28,57,76,81,1
35,39,53,67,14,58,27,31,10,42,27,71,22,86,77,55,18,70,73,1
6,12,94,11,8,57,40,80,28,64,52,83,2,58,87,39,84,34,59,1
30,4,52,69,5,43,59,71,100,4,21,36,15,97,81,67,19,21,73,1
44,94,16,79,48,54,99,30,62,72,23,16,11,16,94,40,83,61,99,1
32,79,78,87,83,88,71,30,95,50,13,5,15,24,32,40,100,84,61,1
69,80,50,11,32,69,43,13,25,44,19,56,4,79,99,60,24,32,55,1
15,37,71,86,32,90,52,25,47,7,16,73,51,64,71,72,35,95,54,0
54,11,5,21,3,15,4,29,78,92,98,3,27,76,53,100,67,76,95,1
9,40,90,8,58,39,81,84,4,92,10,3,42,48,67,90,59,2,15,1
26,82,28,47,81,82,39,90,9,10,96,15,22,90,80,51,88,6,15,0
2,30,100,69,96,73,19,84,33,59,49,35,63,70,72,20,81,20,61,1
66,86,81,56,61,76,8,69,63,88,82,33,13,41,1,26,71,40,4,1
74,21,60,2,83,90,97,37,28,83,89,42,54,37,73,55,7,50,54,0
87,63,18,35,91,77,59,44,28,89,13,41,72,2,53,7,96,35,21,1
64,89,16,88,65,66,30,66,46,62,57,9,39,65,43,27,97,69,62,0
35,6,5,65,74,7,58,28,73,24,42,51,80,28,49,88,51,2,63,0
64,38,66,5,63,63,39,47,83,20,27,4,53,37,60,37,61,66,54,1
90,18,37,86,56,84,93,99,7,65,99,91,85,35,11,100,30,45,16,0
74,39,89,47,75,3,62,4,75,66,97,28,44,18,41,95,63,62,19,0
79,72,86,25,98,29,28,29,89,69,2,85,95,54,59,78,70,3,97,1
37,66,22,76,95,93,91,95,95,82,23,48,91,88,49,3,42,15,13,0
52,37,92,91,84,41,66,8,13,62,54,82,21,44,82,57,5,82,6,0
79,61,18,75,40,15,97,94,22,98,74,88,42,34,100,36,15,63,76,0
55,32,56,34,61,22,36,73,39,41,74,64,59,67,3,26,55,40,98,1
69,90,35,27,82,43,72,56,74,77,82,31,77,83,71,35,87,20,20,0
43,96,2,37,22,40,37,58,87,7,42,26,99,17,5,94,90,43,33,1
45,67,30,36,20,59,67,84,40,30,81,54,62,8,62,92,47,93,31,0
93,21,32,44,84,43,43,60,59,61,3,42,78,96,34,35,31,27,69,0
32,88,88,3,90,34,59,19,88,50,66,30,11,1,66,96,16,97,95,0
78,31,47,14,76,59,45,36,63,56,43,54,52,66,12,91,40,23,73,0
99,65,80,59,80,87,5,27,40,93,9,45,53,27,78,57,83,84,45,0
94,50,89,45,45,9,5,44,90,47,21,79,80,80,10,11,45,64,32,0
69,28,32,53,88,11,2,100,18,36,2,26,74,66,13,97,66,48,46,0
35,39,29,75,92,35,77,85,49,68,29,64,12,22,65,65,5,97,97,0
43,79,66,4,61,40,8,30,35,30,13,29,25,82,94,54,90,63,33,0
47,5,61,87,63,91,88,56,6,63,80,55,88,67,40,42,12,48,79,0
100,54,28,52,71,48,83,12,5,88,67,56,53,43,8,97,54,41,54,1
8,53,65,50,90,28,48,85,71,91,58,70,68,63,99,84,68,65,94,0
84,54,1,73,24,37,61,26,40,40,30,93,94,38,9,19,26,1,76,1
78,73,79,88,51,81,11,92,47,51,76,35,40,90,35,89,38,67,30,1
31,17,21,91,91,59,92,41,15,78,87,26,61,52,77,63,91,22,60,0
84,71,14,5,82,24,65,82,56,26,95,8,35,37,1,72,95,28,62,1
66,40,65,73,97,76,52,83,80,14,21,51,71,26,12,10,81,37,80,1
50,39,70,52,6,38,32,39,89,93,84,4,21,73,1,92,26,94,33,1
27,81,84,54,71,86,89,99,59,77,65,41,26,93,71,54,85,86,92,1
49,56,13,7,17,43,59,86,55,44,91,89,14,32,1,18,2,70,14,1
10,61,4,22,82,7,73,66,65,47,69,95,70,33,58,28,68,6,83,0
20,33,29,79,47,17,76,63,93,84,76,53,2,44,47,18,35,23,61,1
81,41,42,97,20,6,25,71,93,24,48,95,45,89,2,46,2,17,51,0
12,70,65,19,74,66,97,41,26,100,34,91,89,86,28,74,32,32,79,0
28,20,29,42,48,90,40,76,8,27,44,96,50,32,20,93,73,8,79,1
47,53,82,70,31,93,9,23,48,67,23,30,65,63,47,30,78,59,5,0
10,91,34,91,5,8,63,37,89,90,73,6,63,1,5,44,74,72,37,1
28,9,41,97,35,49,15,47,64,77,100,35,55,94,66,10,45,46,28,1
5,85,35,46,1,96,26,23,74,17,43,85,51,61,94,34,80,63,98,0
41,28,72,59,76,59,18,96,40,99,70,61,53,68,72,44,51,62,19,1
12,19,97,18,10,97,55,92,20,74,2,99,18,89,43,11,71,75,65,0
38,94,77,5,70,91,47,67,29,40,43,60,80,39,22,99,93,33,96,1
7,73,4,64,97,95,86,9,9,65,73,11,86,75,68,2,14,33,32,0
89,9,33,55,27,63,50,97,40,2,42,19,67,65,86,33,28,40,36,0
63,66,2,15,97,4,2,42,15,87,47,5,40,15,35,44,51,13,89,1
5,93,55,84,84,8,57,81,52,92,66,90,37,18,47,18,74,22,81,0
88,99,54,42,59,92,71,27,48,47,60,39,55,37,29,82,42,100,97,1
15,45,80,74,68,50,37,100,29,53,34,55,5,69,88,2,5,22,89,0
88,23,27,50,10,23,58,17,96,58,89,75,91,96,65,65,17,23,56,1
23,16,78,88,33,1,25,29,15,67,6,83,42,14,31,77,10,79,10,0
86,30,79,11,84,67,63,69,69,27,62,40,32,81,84,16,36,16,26,1
62,61,10,7,33,6,82,43,41,3,2,56,99,45,34,88,37,49,16,0
39,39,20,55,67,66,28,91,53,27,33,43,34,73,23,16,88,55,29,1
62,96,26,45,67,13,22,91,45,68,47,31,97,33,66,26,96,55,93,1
92,81,14,6,45,55,31,91,70,70,64,36,79,73,45,18,59,16,83,0
59,14,59,40,7,49,50,89,5,33,44,53,14,13,89,75,65,8,84,1
56,53,63,30,99,9,43,78,86,44,82,92,92,91,85,87,43,18,8,0
83,11,78,57,63,53,43,9,87,45,31,91,19,17,25,64,57,51,41,1
61,57,50,47,79,66,92,8,36,75,63,17,99,5,39,83,31,88,81,0
84,25,64,22,40,81,67,56,28,39,38,81,58,2,36,21,41,3,26,0
77,29,55,71,8,29,78,89,44,66,55,36,96,15,83,20,88,85,77,1
63,6,88,65,93,20,83,53,64,82,39,83,74,42,70,95,7,73,6,0
70,49,22,64,21,94,54,88,20,1,31,32,55,11,79,47,34,46,24,1
87,36,73,98,5,21,45,25,65,66,29,23,6,76,95,89,83,35,19,1
92,67,21,98,92,64,31,28,59,20,98,46,60,40,3,59,25,71,64,1
1,80,21,92,96,22,2,19,17,37,66,17,57,52,13,59,72,76,18,1
10,85,67,87,91,71,85,54,13,38,4,20,86,30,77,83,1,74,3,1
64,80,31,18,98,51,79,59,59,32,92,66,82,87,9,16,13,74,99,0
80,64,11,47,90,8,99,3,19,78,37,57,100,95,99,57,53,7,4,0
48,66,34,13,46,90,88,68,8,51,22,76,84,94,42,80,83,63,7,0
59,13,71,91,42,7,48,31,17,31,14,77,8,87,60,62,83,77,7,0
23,12,65,93,9,12,99,39,85,43,44,32,8,42,77,68,5,30,87,1
83,16,49,52,89,99,99,94,88,93,31,69,100,60,21,83,2,31,40,1
40,10,5,60,73,46,5,74,24,71,55,17,58,100,74,20,99,10,10,1
8,79,90,52,67,21,24,48,98,3,40,58,15,23,26,80,15,99,67,1
41,94,32,60,92,3,82,25,28,91,51,11,23,82,32,69,85,34,71,1
35,30,29,93,51,59,13,55,4,78,40,44,17,66,86,72,70,80,98,0
71,79,40,100,42,20,15,70,39,33,42,76,58,83,82,36,71,50,22,1
61,54,100,99,79,41,35,39,88,51,44,77,97,65,13,9,19,46,28,1
16,57,70,26,96,88,30,88,94,66,89,20,72,90,65,2,41,4,12,1
41,67,97,83,5,99,52,35,82,28,90,74,58,46,42,2,59,88,85,0
35,66,68,4,53,37,43,69,62,53,16,74,56,38,14,54,4,62,30,1
17,11,94,68,17,2,34,5,77,22,59,7,87,32,97,95,65,85,99,0
78,2,46,34,47,28,46,77,85,100,72,37,4,11,57,50,3,21,86,1
63,71,17,12,37,70,85,86,20,61,28,81,54,82,77,3,14,72,96,0
77,54,83,68,54,89,26,18,100,22,92,80,97,3,2,66,95,9,98,0
32,87,93,28,42,46,59,40,43,94,69,41,53,49,22,43,97,14,89,1
82,58,44,80,82,51,98,19,80,9,14,47,36,43,63,68,2,1,24,1
51,29,32,54,95,12,50,94,95,10,86,26,78,7,50,99,92,19,26,0
50,91,43,36,16,95,28,7,98,47,14,95,63,76,69,11,80,32,16,0
57,87,72,36,30,21,26,48,52,56,34,94,41,24,75,27,99,49,87,0
61,12,97,72,82,39,64,73,2,92,75,37,42,67,73,64,57,15,87,1
91,93,100,59,91,55,10,73,31,88,81,94,26,64,38,83,44,55,63,1
14,81,75,36,32,55,81,32,38,69,58,99,17,32,99,28,58,73,18,1
59,58,17,89,16,47,66,62,68,39,64,81,60,47,23,92,51,99,46,0
78,85,83,77,63,34,84,21,5,18,1,56,53,53,78,67,55,5,75,0
39,22,40,41,67,70,46,4,67,63,78,25,51,12,54,52,15,92,71,0
90,32,69,55,20,20,51,2,44,33,64,46,78,22,25,90,28,43,75,1
14,37,57,51,56,78,71,100,24,94,11,62,25,54,78,98,94,70,15,1
61,35,1,82,12,73,17,45,41,89,88,44,76,40,4,96,25,41,40,0
87,76,23,50,85,89,2,24,72,16,91,57,88,53,87,38,60,77,98,1
16,47,88,73,86,31,34,29,77,16,63,97,94,38,9,37,51,3,93,1
79,93,33,95,58,23,41,88,52,19,73,61,88,8,30,91,87,30,70,0
71,95,11,72,16,37,60,52,67,58,70,83,62,18,87,72,43,88,12,0
2,48,58,11,9,53,12,60,89,56,31,18,59,58,78,18,25,15,17,1
76,87,31,29,6,26,13,1,70,89,95,60,50,30,6,54,65,44,26,1
29,67,18,15,55,7,35,3,63,86,1,22,41,51,90,29,53,54,65,0
17,51,31,100,21,68,37,98,93,83,31,32,55,15,17,28,45,14,51,0
44,69,88,51,28,1,63,62,56,37,54,87,46,57,28,51,6,63,70,0
4,11,8,7,86,23,46,69,9,47,39,6,71,60,72,48,11,85,64,0
4,88,84,45,40,64,68,51,60,10,4,5,39,12,55,3,92,12,24,0
2,40,56,99,26,55,7,90,70,37,46,94,86,53,13,6,90,51,49,1
17,99,62,39,76,85,96,42,20,65,41,58,82,83,1,92,91,25,80,0
